id	logFC	AveExpr	t	P.Value	adj.P.Val	B
DCLK3	0.048792448	0.058863943	4.250585541	2.63E-05	5.79E-05	1.512665369
SEC62	-0.28514381	4.079231597	-4.250560364	2.63E-05	5.79E-05	1.512562961
ZMYND11	0.365896875	3.162797206	4.250112466	2.63E-05	5.80E-05	1.510741227
DBNDD2	0.067940802	0.092209457	4.249867264	2.63E-05	5.81E-05	1.509743995
LPAR4	0.026378484	0.027009671	4.248916662	2.64E-05	5.83E-05	1.505878405
BRINP2	-0.040948064	0.033225863	-4.248488445	2.65E-05	5.84E-05	1.50413733
FHDC1	0.228303317	0.255530122	4.248415544	2.65E-05	5.84E-05	1.503840944
FAM184B	0.023526228	0.04400719	4.247761575	2.66E-05	5.86E-05	1.501182348
EGFL6	0.180662632	0.167438646	4.247659996	2.66E-05	5.86E-05	1.500769432
EHF	0.825907265	1.474431063	4.247627081	2.66E-05	5.86E-05	1.500635634
APOBEC3H	0.243774118	0.45100894	4.24730733	2.66E-05	5.86E-05	1.499335919
FBH1	0.408408322	2.370065551	4.247291205	2.66E-05	5.86E-05	1.499270378
CASKIN2	0.385809053	2.552664357	4.247074652	2.67E-05	5.87E-05	1.498390192
GNG3	0.064428059	0.093460033	4.246381615	2.67E-05	5.89E-05	1.495573603
HNRNPA1L2	0.265200674	0.956739854	4.246035371	2.68E-05	5.89E-05	1.494166578
SPHK1	0.92757931	1.533470012	4.244970634	2.69E-05	5.92E-05	1.489840499
ZNF292	0.335931318	0.965751225	4.24460493	2.69E-05	5.93E-05	1.488354856
MAGEA3	1.160668357	1.058054236	4.244473449	2.70E-05	5.93E-05	1.487820751
ELAC2	0.294566873	3.076356873	4.244265441	2.70E-05	5.94E-05	1.486975815
WDR89	0.227731051	1.748385197	4.242999086	2.71E-05	5.97E-05	1.481832632
MADCAM1	0.157383543	0.309014099	4.241907882	2.73E-05	6.00E-05	1.477401937
ZBTB32	0.119432567	0.161999544	4.241448476	2.73E-05	6.01E-05	1.475536892
ILK	0.040324308	0.065161519	4.240894242	2.74E-05	6.02E-05	1.473287118
SOWAHC	-0.437980653	3.130582134	-4.240619834	2.74E-05	6.03E-05	1.472173328
FBXL17	0.25985712	1.771566572	4.240553275	2.74E-05	6.03E-05	1.471903184
OS9	0.374953118	5.55379352	4.240317533	2.74E-05	6.03E-05	1.470946404
PTPN3	-0.355435155	2.391384321	-4.239101035	2.76E-05	6.06E-05	1.466009901
CCDC87	0.138094744	0.228872587	4.236571059	2.79E-05	6.13E-05	1.455747525
TLR3	-0.354709837	1.050656808	-4.235769757	2.80E-05	6.15E-05	1.452498366
MGP	0.894390851	2.652170732	4.235250243	2.80E-05	6.16E-05	1.450392115
KPNA1	0.253458	2.144104586	4.235206415	2.80E-05	6.16E-05	1.450214434
PHYH	-0.643057046	6.095457108	-4.234876748	2.81E-05	6.17E-05	1.448878012
WDR11	0.308417365	1.96382929	4.234753771	2.81E-05	6.17E-05	1.448379504
PRORP	0.107967566	0.485488003	4.23364359	2.82E-05	6.20E-05	1.443879813
LHFPL5	0.065517234	0.087015636	4.233332137	2.83E-05	6.21E-05	1.442617652
OAZ2	0.250893477	3.301148558	4.232235578	2.84E-05	6.24E-05	1.438174533
HMBOX1	0.202020255	1.014285933	4.231285186	2.85E-05	6.26E-05	1.43432452
GDPD2	0.02095114	0.023781176	4.230632166	2.86E-05	6.28E-05	1.431679614
TARS3	0.252606396	1.300743201	4.230593599	2.86E-05	6.28E-05	1.431523419
LOXL4	1.006927623	2.202166693	4.22905667	2.88E-05	6.32E-05	1.425299972
LYRM9	0.19965723	0.797110639	4.228409561	2.89E-05	6.34E-05	1.422680273
PIP4P2	0.500894848	1.291050921	4.22742585	2.90E-05	6.36E-05	1.418698611
CCDC80	0.711593283	1.155932754	4.22668461	2.91E-05	6.38E-05	1.415698935
ADO	0.287299577	1.977152887	4.226281333	2.91E-05	6.39E-05	1.414067138
MST1	-0.697795438	4.850536811	-4.226023908	2.92E-05	6.40E-05	1.413025588
KLF16	0.400945969	2.641807258	4.225593505	2.92E-05	6.41E-05	1.411284288
RASD1	-1.047774338	3.988629081	-4.225561479	2.92E-05	6.41E-05	1.411154725
DNAJC3	0.40751478	4.165448335	4.223536402	2.95E-05	6.46E-05	1.402964032
DRC1	0.070017373	0.073336344	4.222840537	2.96E-05	6.48E-05	1.400150346
ZNF100	0.193622907	0.486286167	4.222739622	2.96E-05	6.48E-05	1.399742337
GSTK1	0.385861195	5.92439923	4.221481394	2.97E-05	6.52E-05	1.394655966
STOM	-0.551546903	6.321915821	-4.221136133	2.98E-05	6.53E-05	1.393260498
AGPS	0.348847934	2.478946175	4.22075099	2.98E-05	6.54E-05	1.391703958
CMTM6	-0.436616346	4.238125588	-4.219514875	3.00E-05	6.57E-05	1.386709128
ADM5	0.148042175	0.241839137	4.218259075	3.01E-05	6.61E-05	1.381636132
LRRK2	-0.225632716	0.531049892	-4.217938224	3.02E-05	6.61E-05	1.38034023
NCBP3	0.229188104	1.222193046	4.217384738	3.03E-05	6.63E-05	1.378104933
BBS12	0.169592022	0.417382272	4.21582826	3.05E-05	6.67E-05	1.371820428
ZNF577	0.260348087	0.529775504	4.215217108	3.05E-05	6.69E-05	1.369353397
TSPAN18	0.380302322	1.332224945	4.215054902	3.06E-05	6.69E-05	1.368698674
PI16	-0.166543281	0.135392519	-4.21261935	3.09E-05	6.76E-05	1.358870712
CRIP2	0.556158813	3.463518028	4.211226478	3.11E-05	6.80E-05	1.353252533
B9D2	0.353992341	1.40937809	4.210567546	3.11E-05	6.82E-05	1.350595307
TMEM53	-0.334957205	3.002088259	-4.210293649	3.12E-05	6.83E-05	1.349490895
FGFR3	0.767812922	3.558233972	4.209987596	3.12E-05	6.83E-05	1.348256904
COL9A1	0.124660511	0.116023538	4.209831244	3.12E-05	6.84E-05	1.347626533
CD47	0.448227198	2.661172166	4.209109534	3.13E-05	6.86E-05	1.344717055
GEMIN4	0.28666274	1.645940643	4.209025465	3.13E-05	6.86E-05	1.344378175
SIDT2	0.299599998	2.508839331	4.208577099	3.14E-05	6.87E-05	1.342570909
H1-5	0.130618217	0.126891412	4.20852598	3.14E-05	6.87E-05	1.342364872
DYNC1I1	0.613043735	0.632714107	4.208120146	3.15E-05	6.88E-05	1.340729215
HPDL	0.272375185	0.295786553	4.206952572	3.16E-05	6.92E-05	1.336024287
DOC2B	0.287928377	0.511125408	4.206847062	3.16E-05	6.92E-05	1.335599175
TMEM268	0.346171612	1.56637905	4.206653547	3.17E-05	6.93E-05	1.33481951
H2AC4	0.074214257	0.083365476	4.206538982	3.17E-05	6.93E-05	1.334357946
GSTM5	-0.225615454	0.232101415	-4.206291702	3.17E-05	6.93E-05	1.333361735
CCDC153	0.131933714	0.307928939	4.206083124	3.17E-05	6.94E-05	1.332521485
TMEM64	0.559978858	2.651619597	4.205801779	3.18E-05	6.95E-05	1.331388155
CYB5R3	0.40899133	5.408042437	4.204283547	3.20E-05	6.99E-05	1.325273524
ING3	0.206493736	1.058327797	4.203515985	3.21E-05	7.01E-05	1.322182967
MRPL44	0.282192577	4.031229219	4.203255164	3.21E-05	7.02E-05	1.321132901
RNF180	-0.253767543	0.637137774	-4.203205708	3.21E-05	7.02E-05	1.320933796
PDZD7	0.074397716	0.089670146	4.20311669	3.21E-05	7.02E-05	1.320575424
STAT6	0.428416292	4.018963054	4.202296535	3.23E-05	7.05E-05	1.317273965
ABCG1	0.552150703	1.615598527	4.202132423	3.23E-05	7.05E-05	1.31661342
SPATA21	0.343527481	0.385422839	4.201147488	3.24E-05	7.08E-05	1.312649576
AASS	-0.803952691	2.566752939	-4.201043004	3.24E-05	7.08E-05	1.312229136
C9orf153	0.026856521	0.04228316	4.200625403	3.25E-05	7.09E-05	1.310548807
PAQR7	0.427991624	1.812762614	4.200035289	3.26E-05	7.11E-05	1.30817459
ERICH6B	0.025512329	0.039981187	4.199224639	3.27E-05	7.13E-05	1.30491359
PAWR	0.351741392	2.051637875	4.198888699	3.27E-05	7.14E-05	1.303562372
SDF4	0.321438383	5.029743349	4.198295093	3.28E-05	7.16E-05	1.301175019
RNGTT	0.278666182	1.765973696	4.194781792	3.33E-05	7.27E-05	1.287051628
TLNRD1	0.35805938	1.899367886	4.194048784	3.34E-05	7.29E-05	1.284106322
KCNJ4	0.555648963	0.915477875	4.194020433	3.34E-05	7.29E-05	1.283992413
SALL2	0.433524537	0.616860705	4.193868744	3.34E-05	7.29E-05	1.283382975
ZMYM2	0.312205442	1.576378658	4.193643874	3.35E-05	7.30E-05	1.282479555
HOOK3	0.374658529	1.365723537	4.193350296	3.35E-05	7.31E-05	1.281300165
FLNA	0.787364466	3.737817807	4.193212154	3.35E-05	7.31E-05	1.280745233
MAPK13	0.754612111	1.302828261	4.193094517	3.35E-05	7.31E-05	1.280272687
DYNC2I2	0.55279127	3.84218686	4.192901345	3.36E-05	7.32E-05	1.279496743
GDAP2	0.206044409	0.985891565	4.191904935	3.37E-05	7.35E-05	1.275494825
ZC3H7B	0.417619972	3.1403099	4.1915976	3.38E-05	7.36E-05	1.274260641
FBXO5	0.3417143	0.905802278	4.191172439	3.38E-05	7.37E-05	1.272553437
CST2	0.404499644	0.418932979	4.191084263	3.38E-05	7.37E-05	1.272199392
SLC25A28	0.320260048	4.128160467	4.191031309	3.38E-05	7.37E-05	1.271986772
MAGIX	0.445447095	1.667247232	4.190622538	3.39E-05	7.38E-05	1.270345581
CMTM7	0.461742127	1.644758475	4.19038673	3.39E-05	7.39E-05	1.269398891
SPA17	0.117538781	0.210091301	4.189911428	3.40E-05	7.40E-05	1.267490863
KANK3	0.286562247	1.015649273	4.189801357	3.40E-05	7.41E-05	1.267049028
FTL	0.674715445	13.17906765	4.188358818	3.42E-05	7.45E-05	1.261259534
SMKR1	0.322699648	0.335051683	4.187982098	3.43E-05	7.46E-05	1.259747907
CCND2	0.422071362	0.911440688	4.187710546	3.43E-05	7.47E-05	1.258658355
PIGQ	0.327491847	2.248303399	4.186903123	3.44E-05	7.50E-05	1.255419101
NFIX	0.515222067	3.173673479	4.185479083	3.46E-05	7.54E-05	1.249707478
H2BC14	0.047499137	0.046612541	4.18490863	3.47E-05	7.56E-05	1.247419973
ANO7	0.209422035	0.511134001	4.184807395	3.47E-05	7.56E-05	1.24701405
AQP9	-1.434651392	5.834452449	-4.184207776	3.48E-05	7.58E-05	1.244609953
FTO	0.216764128	1.079019649	4.183626562	3.49E-05	7.60E-05	1.242279954
MCRIP2	0.444784705	3.614016339	4.183324585	3.50E-05	7.60E-05	1.241069488
ERAP1	0.471585032	2.757695172	4.182415962	3.51E-05	7.63E-05	1.237427791
PHLDA2	0.903782715	2.454726545	4.182383599	3.51E-05	7.63E-05	1.237298092
CDC14A	0.207852045	0.485336601	4.181900093	3.52E-05	7.65E-05	1.235360548
RHOXF1	0.122243861	0.162081825	4.181790242	3.52E-05	7.65E-05	1.234920371
EFCAB10	0.040212873	0.089060005	4.181643208	3.52E-05	7.65E-05	1.234331219
SPECC1	0.327541497	0.435708472	4.18121358	3.53E-05	7.67E-05	1.232609843
TNNC1	0.734783622	0.919697008	4.180524168	3.54E-05	7.69E-05	1.229847943
RANBP10	0.356331248	2.397086367	4.180402916	3.54E-05	7.69E-05	1.229362234
SMAP2	0.302921088	4.465803652	4.180294672	3.54E-05	7.69E-05	1.228928639
TFEB	0.393114147	1.534041087	4.180243715	3.54E-05	7.70E-05	1.228724521
FOSL1	-0.449697969	0.738524496	-4.18008664	3.54E-05	7.70E-05	1.228095351
SRGAP1	0.159714961	0.236267304	4.179261286	3.56E-05	7.73E-05	1.224789716
S100A11	0.919664559	5.938464618	4.178980309	3.56E-05	7.73E-05	1.223664509
BHLHA9	-0.112000852	0.051243412	-4.178128037	3.57E-05	7.76E-05	1.220251904
PTH2R	0.645902609	0.664447566	4.178106111	3.57E-05	7.76E-05	1.22016412
TFR2	-0.842044753	6.821137853	-4.177357698	3.58E-05	7.78E-05	1.217167922
DCAF5	0.27238539	2.494039148	4.177285525	3.59E-05	7.79E-05	1.216879011
LRP12	0.308705701	0.474915023	4.176869682	3.59E-05	7.80E-05	1.215214464
ONECUT1	0.538085662	1.84825509	4.173724785	3.64E-05	7.90E-05	1.202630937
HAPLN2	0.036014636	0.051149542	4.173600382	3.64E-05	7.91E-05	1.202133349
ISCA1	0.290161898	3.301092389	4.171775974	3.67E-05	7.97E-05	1.194837632
HIBCH	-0.341586378	2.893014486	-4.171600942	3.67E-05	7.97E-05	1.194137839
GPC2	0.123082066	0.131869188	4.171569975	3.67E-05	7.97E-05	1.194014033
LIPC	-0.783385692	4.140504112	-4.171401601	3.68E-05	7.98E-05	1.193340895
HBA1	-0.231547008	0.216504125	-4.171014078	3.68E-05	7.99E-05	1.191791715
CSMD2	0.120395767	0.117130306	4.170829571	3.68E-05	7.99E-05	1.191054168
USP27X	0.400713845	1.053555583	4.169604101	3.70E-05	8.03E-05	1.186156245
CCDC126	0.25295396	1.480507222	4.168518338	3.72E-05	8.07E-05	1.181817804
AGBL4	-0.080922036	0.052618823	-4.167973826	3.73E-05	8.09E-05	1.179642465
TFAP2E	0.183701291	0.220520892	4.167909415	3.73E-05	8.09E-05	1.179385156
PCMTD1	0.322321783	2.427876906	4.166510533	3.75E-05	8.14E-05	1.173797856
DMC1	0.154647611	0.162982644	4.165866227	3.76E-05	8.16E-05	1.171225004
HOXB7	0.492040041	0.724740625	4.164523009	3.78E-05	8.20E-05	1.165862422
TINAG	0.819521415	0.740136267	4.163168475	3.81E-05	8.25E-05	1.160456277
ERICH5	1.20884726	3.664507181	4.16312729	3.81E-05	8.25E-05	1.160291927
EFR3A	0.457954426	3.58239317	4.162977449	3.81E-05	8.25E-05	1.159693993
XKR8	0.293235914	1.851617064	4.162818463	3.81E-05	8.26E-05	1.159059588
ABCB11	-0.956372969	2.828676243	-4.162258786	3.82E-05	8.28E-05	1.156826479
KLF4	-0.611374906	1.742593942	-4.162126669	3.82E-05	8.28E-05	1.156299377
SERHL2	0.257844884	0.368213258	4.161159943	3.84E-05	8.31E-05	1.152442909
UBE2E1	0.399800306	1.660489363	4.161131571	3.84E-05	8.31E-05	1.152329739
TCTN2	0.310871126	0.602679069	4.160500024	3.85E-05	8.33E-05	1.14981083
TMEM272	0.033682199	0.044550876	4.159144547	3.87E-05	8.38E-05	1.144405735
NFAM1	-0.343623846	0.795230397	-4.158900491	3.87E-05	8.39E-05	1.143432711
TBC1D8	0.418342545	2.532143789	4.157676225	3.89E-05	8.43E-05	1.138552489
CDKL1	0.159903541	0.37914054	4.155988478	3.92E-05	8.49E-05	1.131826888
KLF9	-0.659768531	4.086681263	-4.154788137	3.94E-05	8.53E-05	1.127045115
POU4F3	0.022760672	0.031905059	4.154346226	3.95E-05	8.55E-05	1.125285001
BANF2	0.196906703	0.177835722	4.154041975	3.95E-05	8.56E-05	1.124073284
SCARB1	0.487424314	5.220267824	4.153059055	3.97E-05	8.59E-05	1.120159236
SEC24B	-0.432722278	2.902138092	-4.152405392	3.98E-05	8.61E-05	1.117556786
CTSH	0.537916592	3.421004053	4.151361681	4.00E-05	8.65E-05	1.113402204
ZNF559	0.246278206	0.801962133	4.150634562	4.01E-05	8.68E-05	1.110508412
SIGMAR1	0.409290533	6.333404744	4.149404002	4.03E-05	8.72E-05	1.10561209
INIP	0.306718502	2.179402631	4.148564489	4.05E-05	8.75E-05	1.102272487
C3orf22	0.029051511	0.032593952	4.148458949	4.05E-05	8.75E-05	1.10185269
DDX28	0.289622712	2.68596986	4.147464164	4.06E-05	8.79E-05	1.097896308
IFITM1	-0.857722332	3.835445819	-4.147374784	4.07E-05	8.79E-05	1.097540877
GALK2	0.309131824	1.495166399	4.146194783	4.09E-05	8.83E-05	1.092849094
ZNF648	0.300632386	0.348291322	4.145592828	4.10E-05	8.85E-05	1.090456145
LAMP2	0.454175599	5.102152569	4.14309525	4.14E-05	8.95E-05	1.080530959
PHB2	0.299971161	5.406756875	4.142308732	4.15E-05	8.97E-05	1.077406534
ZNF132	0.204551054	0.536127148	4.141458278	4.17E-05	9.01E-05	1.074028745
TBC1D10A	0.212198536	1.10983621	4.140940072	4.18E-05	9.02E-05	1.071970874
PLA2G4B	0.020819518	0.028947325	4.14057307	4.18E-05	9.04E-05	1.070513595
TNFSF15	0.276471717	0.325903819	4.140509312	4.19E-05	9.04E-05	1.070260442
DKKL1	0.211263749	0.238810912	4.140384289	4.19E-05	9.04E-05	1.069764041
SULT1B1	-0.683892327	1.439342084	-4.140168378	4.19E-05	9.05E-05	1.068906803
CLPX	-0.29664457	3.611198235	-4.139633923	4.20E-05	9.07E-05	1.066785018
YBX2	0.533366195	0.72542461	4.138021893	4.23E-05	9.13E-05	1.060386789
SERINC2	0.60214172	5.948484619	4.137880754	4.23E-05	9.13E-05	1.059826711
PRKAR1A	0.40731301	4.610411486	4.137604495	4.24E-05	9.14E-05	1.058730489
NPIPB4	0.101882978	0.156410191	4.137575919	4.24E-05	9.14E-05	1.0586171
PXDNL	0.122673141	0.124057302	4.137196833	4.24E-05	9.16E-05	1.057112973
KHK	-0.73669052	4.97915514	-4.135890229	4.27E-05	9.21E-05	1.051929634
CHST2	0.354697864	0.883464525	4.135029449	4.28E-05	9.24E-05	1.048515719
MRPL57	0.32111944	4.50031773	4.13412058	4.30E-05	9.27E-05	1.044911788
RPAIN	0.223975732	1.291117912	4.133860111	4.30E-05	9.28E-05	1.043879089
ARHGEF5	0.357386607	1.445527539	4.133742113	4.31E-05	9.28E-05	1.043411272
CACNA1D	0.189669339	0.349174927	4.132999041	4.32E-05	9.31E-05	1.040465568
PGAP4	0.547570458	1.057661651	4.132438825	4.33E-05	9.33E-05	1.03824507
ELAC1	0.173166265	1.132204973	4.132417338	4.33E-05	9.33E-05	1.038159907
IL17B	0.071519782	0.07136935	4.132353104	4.33E-05	9.33E-05	1.037905324
CARHSP1	0.381817616	3.361457298	4.131060901	4.35E-05	9.38E-05	1.032784641
ITIH1	-0.972119957	8.038468877	-4.130933998	4.36E-05	9.39E-05	1.032281838
SLC22A7	-1.343847392	5.196376509	-4.13049299	4.36E-05	9.40E-05	1.030534618
LGI2	0.227831767	0.289824103	4.128760519	4.40E-05	9.47E-05	1.023672447
ACAN	0.200028952	0.189401346	4.128675553	4.40E-05	9.47E-05	1.023335974
SYDE2	-0.165836432	0.410201741	-4.128232068	4.41E-05	9.49E-05	1.021579828
TNNI2	0.556083378	0.77366446	4.127668933	4.42E-05	9.51E-05	1.019350131
GRK3	0.514267305	1.120793894	4.127620451	4.42E-05	9.51E-05	1.019158185
ZBTB4	0.384554347	2.276393002	4.127529698	4.42E-05	9.52E-05	1.018798885
CNNM3	0.35050457	3.130967063	4.127434763	4.42E-05	9.52E-05	1.018423033
TIMM23B-AGAP6	0.014060208	0.02144574	4.127298115	4.42E-05	9.52E-05	1.017882056
STK24	0.408047574	1.552126611	4.12715328	4.43E-05	9.53E-05	1.017308686
SCOC	0.283744916	2.807700828	4.127093956	4.43E-05	9.53E-05	1.017073841
TRIM50	0.842476751	0.804556342	4.126996517	4.43E-05	9.53E-05	1.016688114
SPTBN5	0.153464931	0.260711328	4.126685885	4.43E-05	9.54E-05	1.015458494
ZNF816	0.310872407	0.642587229	4.126594513	4.44E-05	9.55E-05	1.015096818
BDP1	0.259666128	1.175928238	4.125783929	4.45E-05	9.58E-05	1.01188863
CDH8	0.026063394	0.024192865	4.125344012	4.46E-05	9.59E-05	1.010147734
PALS1	0.218408344	1.297203529	4.125114263	4.46E-05	9.60E-05	1.009238614
SMIM45	0.106147665	0.098577613	4.125039779	4.46E-05	9.60E-05	1.008943889
CCDC9B	0.4577257	0.880345179	4.123682182	4.49E-05	9.66E-05	1.003572884
NUP58	0.297094473	1.566559975	4.123612085	4.49E-05	9.66E-05	1.003295607
PAPSS2	-0.547358417	3.914046175	-4.123405797	4.50E-05	9.67E-05	1.002479635
LRRCC1	0.358581718	1.039648986	4.122859989	4.51E-05	9.69E-05	1.000320872
PPP2R2D	0.209877157	1.913149844	4.122091324	4.52E-05	9.72E-05	0.997281117
GSDME	0.422370809	0.906535221	4.121728706	4.53E-05	9.73E-05	0.995847294
DNAJC19	0.298275707	3.21365278	4.121533346	4.53E-05	9.74E-05	0.995074873
PSMB8	0.581833255	4.490376076	4.121403694	4.53E-05	9.74E-05	0.994562265
TMEM144	0.236232809	0.449737478	4.12111403	4.54E-05	9.75E-05	0.993417075
SPDYE2	0.032085227	0.039535567	4.121027027	4.54E-05	9.75E-05	0.993073123
RNF6	0.340824243	2.220667195	4.120564482	4.55E-05	9.77E-05	0.991244638
CNKSR2	0.093057683	0.149644453	4.120543569	4.55E-05	9.77E-05	0.991161968
GTPBP8	0.178253476	1.063070851	4.120203251	4.56E-05	9.78E-05	0.989816784
TRIQK	0.382225295	2.50552259	4.120019682	4.56E-05	9.79E-05	0.989091228
CHIC2	-0.31695877	2.830302708	-4.119292508	4.57E-05	9.82E-05	0.986217369
ZNF418	0.233511544	0.444527455	4.118755579	4.58E-05	9.84E-05	0.984095674
TRPS1	0.253134202	0.483408148	4.118251373	4.59E-05	9.86E-05	0.982103519
GPX7	0.695387933	1.898831753	4.118001646	4.60E-05	9.87E-05	0.981116914
FBXO31	0.567403853	2.972607067	4.117908004	4.60E-05	9.87E-05	0.980746973
MCM9	0.164417999	0.651530782	4.116747373	4.62E-05	9.92E-05	0.976162442
ATP5MF-PTCD1	0.009176745	0.010795801	4.116471686	4.63E-05	9.93E-05	0.975073643
NDUFC2	0.343258565	3.373524906	4.116337925	4.63E-05	9.93E-05	0.974545392
APOL2	0.45144836	4.326294786	4.116252656	4.63E-05	9.94E-05	0.974208656
SNPH	0.200742377	0.273148615	4.116202763	4.63E-05	9.94E-05	0.974011625
SYNGR1	0.600083044	1.244648011	4.115903839	4.64E-05	9.95E-05	0.972831202
PRSS8	-0.952208658	1.617540009	-4.11451895	4.67E-05	0.000100046	0.967363441
CTSK	0.514983808	1.011399637	4.114505202	4.67E-05	0.000100046	0.967309171
TMEM132E	-0.115137588	0.156936806	-4.114002718	4.68E-05	0.000100244	0.965325706
TUBB2B	0.442668539	0.968945706	4.113830481	4.68E-05	0.000100305	0.964645884
CLCNKA	0.251684913	0.259653777	4.11324951	4.69E-05	0.000100537	0.962352978
RBP4	-0.941689214	11.31373992	-4.112789349	4.70E-05	0.000100719	0.960537085
OAF	-0.465905539	6.078298391	-4.112016427	4.71E-05	0.000101033	0.957487386
UBXN8	-0.351088869	2.149701512	-4.111324423	4.73E-05	0.000101313	0.954757412
NOMO3	0.139766411	0.280234525	4.110927314	4.74E-05	0.00010147	0.953190998
PCNX4	0.228530023	0.866954046	4.110876591	4.74E-05	0.00010148	0.952990927
SLC9A9	-0.352235873	0.923316629	-4.11043357	4.75E-05	0.000101656	0.951243597
PITHD1	0.303808121	3.902053976	4.108798053	4.78E-05	0.000102339	0.944794418
TMEM119	0.573392258	0.885493584	4.108651428	4.78E-05	0.00010239	0.944216361
CHM	0.285342007	1.225962442	4.108499077	4.78E-05	0.000102444	0.943615747
PRKD1	0.346810019	0.65684493	4.108372009	4.79E-05	0.000102487	0.943114828
ZNF614	0.267308608	0.693782156	4.10681493	4.82E-05	0.000103142	0.93697773
NACA2	0.113646034	0.207528231	4.105822043	4.84E-05	0.000103556	0.933065472
PLCL1	0.136080285	0.241921214	4.105799186	4.84E-05	0.000103556	0.932975419
MT-ND4L	-0.853230139	10.82758975	-4.10542881	4.85E-05	0.000103704	0.931516265
RAD54L2	0.278340667	1.468069335	4.104592774	4.86E-05	0.000104053	0.928223012
UBXN4	0.391838799	4.427417656	4.104330694	4.87E-05	0.000104155	0.927190771
CALCOCO2	0.289283191	3.63191045	4.103968285	4.87E-05	0.000104301	0.925763474
LDB3	0.070420074	0.121788568	4.101915287	4.92E-05	0.000105183	0.917680213
THAP9	0.150918606	0.820401441	4.100922501	4.94E-05	0.000105607	0.913772659
TSPO	0.707674163	4.742245137	4.099750814	4.96E-05	0.00010611	0.909162087
THAP10	0.279945389	0.828491026	4.099542273	4.97E-05	0.000106191	0.908341606
SYT11	0.320496029	0.873526991	4.098984754	4.98E-05	0.000106425	0.906148309
APOL1	-0.609717352	5.726158813	-4.098391845	4.99E-05	0.000106676	0.903816081
PCDHB14	0.308020894	0.567866329	4.098026329	5.00E-05	0.000106826	0.902378473
GLDN	0.461813797	0.456860147	4.097923135	5.00E-05	0.00010686	0.901972619
PPARGC1B	0.133618209	0.345187346	4.097640847	5.00E-05	0.000106974	0.900862459
ZNF611	0.231469885	0.47364539	4.09724058	5.01E-05	0.00010714	0.899288439
MIA3	0.394437491	3.527492081	4.096618561	5.03E-05	0.000107405	0.896842679
MAGEF1	0.423811162	3.777913223	4.095846195	5.04E-05	0.000107738	0.893806241
ROGDI	0.330146935	1.815561407	4.095173054	5.06E-05	0.000108028	0.891160316
HELZ	0.316771686	1.606353842	4.094017136	5.08E-05	0.000108535	0.886617675
RABEPK	0.508902167	3.525674563	4.093666155	5.09E-05	0.000108681	0.88523859
PGC	1.477831001	1.336468375	4.092329332	5.12E-05	0.000109264	0.879986901
TLE2	0.469504845	1.889392411	4.092324812	5.12E-05	0.000109264	0.879969145
TNFSF9	0.334154603	0.479323133	4.091622664	5.13E-05	0.000109571	0.877211405
HMHB1	0.060739817	0.057167966	4.090984798	5.14E-05	0.000109849	0.874706518
TTC12	0.221429681	1.105813298	4.090804761	5.15E-05	0.000109919	0.873999581
TLR5	0.278636077	0.555135859	4.090710657	5.15E-05	0.000109949	0.873630078
NTM	0.28753023	0.292752507	4.090187944	5.16E-05	0.000110176	0.871577791
FAM167B	-0.437857572	2.550008125	-4.088821444	5.19E-05	0.00011079	0.866213749
DKK1	1.076624587	1.068986375	4.088634977	5.20E-05	0.000110863	0.865481921
DNAH17	0.079455291	0.094851928	4.088387527	5.20E-05	0.000110965	0.864510799
PPIAL4A	0.032602963	0.044646014	4.088130303	5.21E-05	0.000111071	0.863501383
LIPG	-0.549100596	1.803749893	-4.087980919	5.21E-05	0.000111127	0.862915184
SRBD1	0.248134235	1.636932294	4.085818776	5.26E-05	0.000112115	0.854432923
THSD7A	0.26334101	0.466338194	4.085343533	5.27E-05	0.000112324	0.852569063
GNG10	0.032424768	0.054322305	4.082376903	5.33E-05	0.0001137	0.840938736
C19orf67	0.085595362	0.086744181	4.081928994	5.34E-05	0.000113898	0.839183439
EIF3CL	0.057504071	0.116846529	4.080723892	5.37E-05	0.000114455	0.834461686
STAC3	0.32483069	1.141276181	4.08009836	5.38E-05	0.000114739	0.832011273
EPG5	0.250566964	1.181544393	4.079705833	5.39E-05	0.000114913	0.830473792
VAV2	0.363486857	3.837551162	4.079339965	5.40E-05	0.000115075	0.829040857
NUP153	0.446122165	2.731115174	4.07929345	5.40E-05	0.000115084	0.828858687
GRSF1	0.276623564	3.013216608	4.078439373	5.42E-05	0.000115479	0.82551416
AMIGO1	0.304414759	1.167360921	4.077866662	5.43E-05	0.00011574	0.823271812
CITED2	-0.557033088	3.707200404	-4.077799902	5.43E-05	0.000115759	0.823010448
MED14	0.341739879	1.94375561	4.076954495	5.45E-05	0.000116152	0.819700987
CMC2	0.194061145	1.116080925	4.076729085	5.46E-05	0.000116248	0.818818697
GPR153	0.458607605	1.229654115	4.075254352	5.49E-05	0.000116946	0.813047468
WDPCP	0.136144663	0.326877098	4.07469175	5.50E-05	0.000117205	0.810846289
KIF27	0.08257983	0.264595103	4.074501655	5.51E-05	0.000117284	0.810102605
LRFN1	0.36857165	0.635064522	4.07313124	5.54E-05	0.000117938	0.804742261
NEO1	0.438959895	2.042363368	4.071603486	5.57E-05	0.000118671	0.798768456
GPR161	0.200778246	0.290967421	4.071470649	5.58E-05	0.000118723	0.798249135
